pestname;value;week;SectionId;Section
Sciara;0;51;16;Afdeling 8
Sciara;0;48;16;Afdeling 8
Sciara;0;44;16;Afdeling 8
Sciara;0;42;16;Afdeling 8
Sciara;0;51;16;Afdeling 8
Sciara;0;49;16;Afdeling 8
Sciara;0;49;16;Afdeling 8
Sciara;0;48;16;Afdeling 8
Sciara;0;48;16;Afdeling 8
Sciara;0;44;16;Afdeling 8
Sciara;0;42;16;Afdeling 8
Sciara;0;40;16;Afdeling 8
Sciara;0;27;16;Afdeling 8
Sciara;0;9;16;Afdeling 8
Sciara;0;9;16;Afdeling 8
Sciara;0;9;16;Afdeling 8
Sciara;0;9;16;Afdeling 8
Sciara;0;6;16;Afdeling 8
Sciara;0;6;16;Afdeling 8
Sciara;0;6;16;Afdeling 8
Sciara;0;6;16;Afdeling 8
Sciara;0;11;16;Afdeling 8
Sciara;0;4;16;Afdeling 8
Sciara;0;4;16;Afdeling 8
Sciara;0;47;16;Afdeling 8
Sciara;0;44;16;Afdeling 8
Sciara;0;4;16;Afdeling 8
Sciara;0;4;16;Afdeling 8
Sciara;0;40;15;Afdeling 7
Sciara;0;49;15;Afdeling 7
Sciara;0;51;15;Afdeling 7
Sciara;0;49;15;Afdeling 7
Sciara;0;43;15;Afdeling 7
Sciara;0;42;15;Afdeling 7
Sciara;0;40;15;Afdeling 7
Sciara;0;51;15;Afdeling 7
Sciara;0;51;15;Afdeling 7
Sciara;0;48;15;Afdeling 7
Sciara;0;48;15;Afdeling 7
Sciara;0;47;15;Afdeling 7
Sciara;0;47;15;Afdeling 7
Sciara;0;44;15;Afdeling 7
Sciara;0;44;15;Afdeling 7
Sciara;0;44;15;Afdeling 7
Sciara;0;42;15;Afdeling 7
Sciara;0;42;15;Afdeling 7
Sciara;0;9;15;Afdeling 7
Sciara;0;6;15;Afdeling 7
Sciara;0;4;15;Afdeling 7
Sciara;0;11;15;Afdeling 7
Sciara;0;9;15;Afdeling 7
Sciara;0;6;15;Afdeling 7
Sciara;0;51;15;Afdeling 7
Sciara;0;49;15;Afdeling 7
Sciara;0;49;15;Afdeling 7
Sciara;0;48;15;Afdeling 7
Sciara;0;48;15;Afdeling 7
Sciara;0;47;15;Afdeling 7
Sciara;0;44;15;Afdeling 7
Sciara;0;43;15;Afdeling 7
Sciara;0;42;15;Afdeling 7
Sciara;0;9;15;Afdeling 7
Sciara;0;9;15;Afdeling 7
Sciara;0;6;15;Afdeling 7
Sciara;0;6;15;Afdeling 7
Sciara;0;4;15;Afdeling 7
Sciara;0;47;15;Afdeling 7
Sciara;0;4;15;Afdeling 7
Sciara;0;11;15;Afdeling 7
Sciara;0;4;15;Afdeling 7
Sciara;0;49;14;Afdeling 6
Sciara;0;48;14;Afdeling 6
Sciara;0;51;14;Afdeling 6
Sciara;0;51;14;Afdeling 6
Sciara;0;49;14;Afdeling 6
Sciara;0;49;14;Afdeling 6
Sciara;0;43;14;Afdeling 6
Sciara;0;9;14;Afdeling 6
Sciara;0;6;14;Afdeling 6
Sciara;0;51;14;Afdeling 6
Sciara;0;48;14;Afdeling 6
Sciara;0;47;14;Afdeling 6
Sciara;0;47;14;Afdeling 6
Sciara;0;47;14;Afdeling 6
Sciara;0;44;14;Afdeling 6
Sciara;0;44;14;Afdeling 6
Sciara;0;44;14;Afdeling 6
Sciara;0;44;14;Afdeling 6
Sciara;0;42;14;Afdeling 6
Sciara;0;11;14;Afdeling 6
Sciara;0;11;14;Afdeling 6
Sciara;0;9;14;Afdeling 6
Sciara;0;4;14;Afdeling 6
Sciara;0;11;14;Afdeling 6
Sciara;0;9;14;Afdeling 6
Sciara;0;9;14;Afdeling 6
Sciara;0;6;14;Afdeling 6
Sciara;0;51;14;Afdeling 6
Sciara;0;49;14;Afdeling 6
Sciara;0;48;14;Afdeling 6
Sciara;0;47;14;Afdeling 6
Sciara;0;43;14;Afdeling 6
Sciara;0;11;14;Afdeling 6
Sciara;0;6;14;Afdeling 6
Sciara;0;4;14;Afdeling 6
Sciara;0;4;14;Afdeling 6
Sciara;0;13;14;Afdeling 6
Sciara;0;4;14;Afdeling 6
Sciara;0;49;13;Afdeling 5
Sciara;0;49;13;Afdeling 5
Sciara;0;48;13;Afdeling 5
Sciara;0;40;13;Afdeling 5
Sciara;0;40;13;Afdeling 5
Sciara;0;27;13;Afdeling 5
Sciara;0;27;13;Afdeling 5
Sciara;0;48;13;Afdeling 5
Sciara;0;51;13;Afdeling 5
Sciara;0;48;13;Afdeling 5
Sciara;0;9;13;Afdeling 5
Sciara;0;9;13;Afdeling 5
Sciara;0;6;13;Afdeling 5
Sciara;0;51;13;Afdeling 5
Sciara;0;48;13;Afdeling 5
Sciara;0;47;13;Afdeling 5
Sciara;0;47;13;Afdeling 5
Sciara;0;44;13;Afdeling 5
Sciara;0;6;13;Afdeling 5
Sciara;0;40;13;Afdeling 5
Sciara;0;26;13;Afdeling 5
Sciara;0;17;13;Afdeling 5
Sciara;0;11;13;Afdeling 5
Sciara;0;9;13;Afdeling 5
Sciara;0;9;13;Afdeling 5
Sciara;0;6;13;Afdeling 5
Sciara;0;40;13;Afdeling 5
Sciara;0;6;13;Afdeling 5
Sciara;0;49;12;Afdeling 4
Sciara;0;49;12;Afdeling 4
Sciara;0;49;12;Afdeling 4
Sciara;0;48;12;Afdeling 4
Sciara;0;48;12;Afdeling 4
Sciara;0;40;12;Afdeling 4
Sciara;0;40;12;Afdeling 4
Sciara;0;40;12;Afdeling 4
Sciara;0;9;12;Afdeling 4
Sciara;0;9;12;Afdeling 4
Sciara;0;6;12;Afdeling 4
Sciara;0;47;12;Afdeling 4
Sciara;0;47;12;Afdeling 4
Sciara;0;47;12;Afdeling 4
Sciara;0;47;12;Afdeling 4
Sciara;0;44;12;Afdeling 4
Sciara;0;44;12;Afdeling 4
Sciara;0;44;12;Afdeling 4
Sciara;0;34;12;Afdeling 4
Sciara;0;34;12;Afdeling 4
Sciara;0;23;12;Afdeling 4
Sciara;0;40;12;Afdeling 4
Sciara;0;34;12;Afdeling 4
Sciara;0;44;12;Afdeling 4
Sciara;0;9;12;Afdeling 4
Sciara;0;6;12;Afdeling 4
Sciara;0;51;11;Afdeling 3
Sciara;0;49;11;Afdeling 3
Sciara;0;49;11;Afdeling 3
Sciara;0;49;11;Afdeling 3
Sciara;0;40;11;Afdeling 3
Sciara;0;51;11;Afdeling 3
Sciara;0;49;11;Afdeling 3
Sciara;0;40;11;Afdeling 3
Sciara;0;9;11;Afdeling 3
Sciara;0;6;11;Afdeling 3
Sciara;0;51;11;Afdeling 3
Sciara;0;51;11;Afdeling 3
Sciara;0;48;11;Afdeling 3
Sciara;0;48;11;Afdeling 3
Sciara;0;48;11;Afdeling 3
Sciara;0;48;11;Afdeling 3
Sciara;0;40;11;Afdeling 3
Sciara;0;40;11;Afdeling 3
Sciara;0;11;11;Afdeling 3
Sciara;0;9;11;Afdeling 3
Sciara;0;9;11;Afdeling 3
Sciara;0;13;11;Afdeling 3
Sciara;0;47;11;Afdeling 3
Sciara;0;47;11;Afdeling 3
Sciara;0;44;11;Afdeling 3
Sciara;0;44;11;Afdeling 3
Sciara;0;44;11;Afdeling 3
Sciara;0;13;11;Afdeling 3
Sciara;0;11;11;Afdeling 3
Sciara;0;19;11;Afdeling 3
Sciara;0;44;11;Afdeling 3
Sciara;0;6;11;Afdeling 3
Sciara;0;51;10;Afdeling 2
Sciara;0;51;10;Afdeling 2
Sciara;0;49;10;Afdeling 2
Sciara;0;49;10;Afdeling 2
Sciara;0;49;10;Afdeling 2
Sciara;0;49;10;Afdeling 2
Sciara;0;40;10;Afdeling 2
Sciara;0;40;10;Afdeling 2
Sciara;0;40;10;Afdeling 2
Sciara;0;27;10;Afdeling 2
Sciara;0;9;10;Afdeling 2
Sciara;0;9;10;Afdeling 2
Sciara;0;6;10;Afdeling 2
Sciara;0;6;10;Afdeling 2
Sciara;0;27;10;Afdeling 2
Sciara;0;9;10;Afdeling 2
Sciara;0;51;10;Afdeling 2
Sciara;0;51;10;Afdeling 2
Sciara;0;48;10;Afdeling 2
Sciara;0;48;10;Afdeling 2
Sciara;0;42;10;Afdeling 2
Sciara;0;11;10;Afdeling 2
Sciara;0;11;10;Afdeling 2
Sciara;0;11;10;Afdeling 2
Sciara;0;6;10;Afdeling 2
Sciara;0;6;10;Afdeling 2
Sciara;0;4;10;Afdeling 2
Sciara;0;4;10;Afdeling 2
Sciara;0;47;10;Afdeling 2
Sciara;0;47;10;Afdeling 2
Sciara;0;44;10;Afdeling 2
Sciara;0;4;10;Afdeling 2
Sciara;0;44;10;Afdeling 2
Sciara;0;47;10;Afdeling 2
Sciara;0;47;10;Afdeling 2
Sciara;0;44;10;Afdeling 2
Sciara;0;44;10;Afdeling 2
Sciara;0;13;10;Afdeling 2
Sciara;0;13;10;Afdeling 2
Sciara;0;13;10;Afdeling 2
Sciara;0;4;10;Afdeling 2
Sciara;0;21;9;Afdeling 1
Sciara;0;51;9;Afdeling 1
Sciara;0;51;9;Afdeling 1
Sciara;0;49;9;Afdeling 1
Sciara;0;49;9;Afdeling 1
Sciara;0;49;9;Afdeling 1
Sciara;0;48;9;Afdeling 1
Sciara;0;40;9;Afdeling 1
Sciara;0;27;9;Afdeling 1
Sciara;0;27;9;Afdeling 1
Sciara;0;27;9;Afdeling 1
Sciara;0;27;9;Afdeling 1
Sciara;0;24;9;Afdeling 1
Sciara;0;11;9;Afdeling 1
Sciara;0;9;9;Afdeling 1
Sciara;0;9;9;Afdeling 1
Sciara;0;9;9;Afdeling 1
Sciara;0;9;9;Afdeling 1
Sciara;0;6;9;Afdeling 1
Sciara;0;6;9;Afdeling 1
Sciara;0;48;9;Afdeling 1
Sciara;0;26;9;Afdeling 1
Sciara;0;51;9;Afdeling 1
Sciara;0;48;9;Afdeling 1
Sciara;0;47;9;Afdeling 1
Sciara;0;48;9;Afdeling 1
Sciara;0;47;9;Afdeling 1
Sciara;0;42;9;Afdeling 1
Sciara;0;42;9;Afdeling 1
Sciara;0;25;9;Afdeling 1
Sciara;0;23;9;Afdeling 1
Sciara;0;22;9;Afdeling 1
Sciara;0;11;9;Afdeling 1
Sciara;0;11;9;Afdeling 1
Sciara;0;4;9;Afdeling 1
Sciara;0;4;9;Afdeling 1
Sciara;0;4;9;Afdeling 1
Sciara;0;47;9;Afdeling 1
Sciara;0;13;9;Afdeling 1
Sciara;0;4;9;Afdeling 1
Sciara;0;47;9;Afdeling 1
Sciara;0;44;9;Afdeling 1
Sciara;0;52;27;Afdeling 18
Sciara;0;52;27;Afdeling 18
Sciara;0;52;26;Afdeling 17
Sciara;0;52;26;Afdeling 17
Sciara;0;52;26;Afdeling 17
Sciara;0;52;26;Afdeling 17
Sciara;0;52;26;Afdeling 17
Sciara;0;52;26;Afdeling 17
Sciara;0;52;25;Afdeling 16
Sciara;0;52;25;Afdeling 16
Sciara;0;52;25;Afdeling 16
Sciara;0;52;25;Afdeling 16
Sciara;0;52;24;Afdeling 15
Sciara;0;52;24;Afdeling 15
Sciara;0;52;24;Afdeling 15
Sciara;0;52;24;Afdeling 15
Sciara;0;52;23;Afdeling 14
Sciara;0;52;23;Afdeling 14
Sciara;0;52;23;Afdeling 14
Sciara;0;52;22;Afdeling 13
Sciara;0;52;22;Afdeling 13
Sciara;0;52;22;Afdeling 13
Sciara;0;52;21;Afdeling 12
Sciara;0;52;21;Afdeling 12
Sciara;0;52;21;Afdeling 12
Sciara;0;52;21;Afdeling 12
Sciara;0;52;20;Afdeling 11
Sciara;0;52;20;Afdeling 11
Sciara;0;52;20;Afdeling 11
Sciara;0;52;20;Afdeling 11
Sciara;0;52;18;Afdeling 10
Sciara;0;52;18;Afdeling 10
Sciara;0;52;18;Afdeling 10
Sciara;0;52;18;Afdeling 10
Sciara;0;52;17;Afdeling 9
Sciara;0;52;17;Afdeling 9
Sciara;0;52;17;Afdeling 9
Sciara;0;52;17;Afdeling 9
Sciara;0;52;16;Afdeling 8
Sciara;0;52;16;Afdeling 8
Sciara;0;52;16;Afdeling 8
Sciara;0;52;16;Afdeling 8
Sciara;0;52;15;Afdeling 7
Sciara;0;52;15;Afdeling 7
Sciara;0;52;15;Afdeling 7
Sciara;0;52;14;Afdeling 6
Sciara;0;52;14;Afdeling 6
Sciara;0;52;14;Afdeling 6
Sciara;0;52;14;Afdeling 6
Sciara;0;52;13;Afdeling 5
Sciara;0;52;13;Afdeling 5
Sciara;0;52;13;Afdeling 5
Sciara;0;52;12;Afdeling 4
Sciara;0;52;12;Afdeling 4
Sciara;0;52;12;Afdeling 4
Sciara;0;52;12;Afdeling 4
Sciara;0;52;11;Afdeling 3
Sciara;0;52;11;Afdeling 3
Sciara;0;52;11;Afdeling 3
Sciara;0;52;11;Afdeling 3
Sciara;0;52;10;Afdeling 2
Sciara;0;52;10;Afdeling 2
Sciara;0;52;10;Afdeling 2
Sciara;0;52;10;Afdeling 2
Sciara;0;52;9;Afdeling 1
Sciara;0;52;9;Afdeling 1
Sciara;0;46;27;Afdeling 18
Sciara;0;46;27;Afdeling 18
Sciara;0;46;26;Afdeling 17
Sciara;0;46;26;Afdeling 17
Sciara;0;46;26;Afdeling 17
Sciara;0;46;26;Afdeling 17
Sciara;0;46;25;Afdeling 16
Sciara;0;46;25;Afdeling 16
Sciara;0;46;24;Afdeling 15
Sciara;0;46;24;Afdeling 15
Sciara;0;46;24;Afdeling 15
Sciara;0;46;24;Afdeling 15
Sciara;0;46;23;Afdeling 14
Sciara;0;46;23;Afdeling 14
Sciara;0;46;23;Afdeling 14
Sciara;0;46;23;Afdeling 14
Sciara;0;46;22;Afdeling 13
Sciara;0;46;22;Afdeling 13
Sciara;0;46;22;Afdeling 13
Sciara;0;46;22;Afdeling 13
Sciara;0;46;21;Afdeling 12
Sciara;0;46;21;Afdeling 12
Sciara;0;46;21;Afdeling 12
Sciara;0;46;21;Afdeling 12
Sciara;0;46;20;Afdeling 11
Sciara;0;46;20;Afdeling 11
Sciara;0;46;20;Afdeling 11
Sciara;0;46;20;Afdeling 11
Sciara;0;46;18;Afdeling 10
Sciara;0;46;18;Afdeling 10
Sciara;0;46;18;Afdeling 10
Sciara;0;46;18;Afdeling 10
Sciara;0;46;17;Afdeling 9
Sciara;0;46;17;Afdeling 9
Sciara;0;46;17;Afdeling 9
Sciara;0;46;17;Afdeling 9
Sciara;0;46;16;Afdeling 8
Sciara;0;46;16;Afdeling 8
Sciara;0;46;16;Afdeling 8
Sciara;0;46;16;Afdeling 8
Sciara;0;46;15;Afdeling 7
Sciara;0;46;15;Afdeling 7
Sciara;0;46;15;Afdeling 7
Sciara;0;46;15;Afdeling 7
Sciara;0;46;14;Afdeling 6
Sciara;0;46;14;Afdeling 6
Sciara;0;46;14;Afdeling 6
Sciara;0;46;13;Afdeling 5
Sciara;0;46;13;Afdeling 5
Sciara;0;46;13;Afdeling 5
Sciara;0;46;12;Afdeling 4
Sciara;0;46;12;Afdeling 4
Sciara;0;46;12;Afdeling 4
Sciara;0;46;12;Afdeling 4
Sciara;0;46;11;Afdeling 3
Sciara;0;46;11;Afdeling 3
Sciara;0;46;11;Afdeling 3
Sciara;0;46;11;Afdeling 3
Sciara;0;46;10;Afdeling 2
Sciara;0;46;10;Afdeling 2
Sciara;0;46;10;Afdeling 2
Sciara;0;46;9;Afdeling 1
Sciara;0;46;9;Afdeling 1
Sciara;0;46;9;Afdeling 1
Sciara;0;46;9;Afdeling 1
Sciara;0;50;27;Afdeling 18
Sciara;0;50;26;Afdeling 17
Sciara;0;50;26;Afdeling 17
Sciara;0;50;26;Afdeling 17
Sciara;0;50;25;Afdeling 16
Sciara;0;50;25;Afdeling 16
Sciara;0;50;25;Afdeling 16
Sciara;0;50;25;Afdeling 16
Sciara;0;50;24;Afdeling 15
Sciara;0;50;24;Afdeling 15
Sciara;0;50;23;Afdeling 14
Sciara;0;50;23;Afdeling 14
Sciara;0;50;23;Afdeling 14
Sciara;0;50;23;Afdeling 14
Sciara;0;50;22;Afdeling 13
Sciara;0;50;22;Afdeling 13
Sciara;0;50;22;Afdeling 13
Sciara;0;50;22;Afdeling 13
Sciara;0;50;21;Afdeling 12
Sciara;0;50;21;Afdeling 12
Sciara;0;50;21;Afdeling 12
Sciara;0;50;21;Afdeling 12
Sciara;0;50;20;Afdeling 11
Sciara;0;50;20;Afdeling 11
Sciara;0;50;20;Afdeling 11
Sciara;0;50;20;Afdeling 11
Sciara;0;50;18;Afdeling 10
Sciara;0;50;18;Afdeling 10
Sciara;0;50;18;Afdeling 10
Sciara;0;50;17;Afdeling 9
Sciara;0;50;17;Afdeling 9
Sciara;0;50;17;Afdeling 9
Sciara;0;50;17;Afdeling 9
Sciara;0;50;16;Afdeling 8
Sciara;0;50;16;Afdeling 8
Sciara;0;50;16;Afdeling 8
Sciara;0;50;16;Afdeling 8
Sciara;0;50;15;Afdeling 7
Sciara;0;50;15;Afdeling 7
Sciara;0;50;15;Afdeling 7
Sciara;0;50;15;Afdeling 7
Sciara;0;50;14;Afdeling 6
Sciara;0;50;14;Afdeling 6
Sciara;0;50;14;Afdeling 6
Sciara;0;50;14;Afdeling 6
Sciara;0;50;13;Afdeling 5
Sciara;0;50;13;Afdeling 5
Sciara;0;50;13;Afdeling 5
Sciara;0;50;13;Afdeling 5
Sciara;0;50;12;Afdeling 4
Sciara;0;50;12;Afdeling 4
Sciara;0;50;12;Afdeling 4
Sciara;0;50;12;Afdeling 4
Sciara;0;50;11;Afdeling 3
Sciara;0;50;11;Afdeling 3
Sciara;0;50;11;Afdeling 3
Sciara;0;50;11;Afdeling 3
Sciara;0;50;10;Afdeling 2
Sciara;0;50;10;Afdeling 2
Sciara;0;50;10;Afdeling 2
Sciara;0;50;10;Afdeling 2
Sciara;0;50;9;Afdeling 1
Sciara;0;50;9;Afdeling 1
Sciara;0;50;9;Afdeling 1
Sciara;0;50;9;Afdeling 1
Sciara;2;25;10;Afdeling 2
Sciara;2;11;9;Afdeling 1
Sciara;2;42;9;Afdeling 1
Sciara;2;52;9;Afdeling 1
Sciara;2;6;9;Afdeling 1
Sciara;2;17;9;Afdeling 1
Sciara;2;13;9;Afdeling 1
Sciara;4;43;27;Afdeling 18
Sciara;4;11;27;Afdeling 18
Sciara;4;4;26;Afdeling 17
Sciara;4;18;26;Afdeling 17
Sciara;4;11;26;Afdeling 17
Sciara;4;9;26;Afdeling 17
Sciara;4;24;25;Afdeling 16
Sciara;4;23;25;Afdeling 16
Sciara;4;22;25;Afdeling 16
Sciara;4;16;25;Afdeling 16
Sciara;4;17;25;Afdeling 16
Sciara;4;17;24;Afdeling 15
Sciara;4;16;24;Afdeling 15
Sciara;4;13;24;Afdeling 15
Sciara;4;26;24;Afdeling 15
Sciara;4;17;24;Afdeling 15
Sciara;4;15;24;Afdeling 15
Sciara;4;11;24;Afdeling 15
Sciara;4;33;23;Afdeling 14
Sciara;4;27;23;Afdeling 14
Sciara;4;23;23;Afdeling 14
Sciara;4;17;23;Afdeling 14
Sciara;4;16;23;Afdeling 14
Sciara;4;11;23;Afdeling 14
Sciara;4;17;23;Afdeling 14
Sciara;4;11;23;Afdeling 14
Sciara;4;23;23;Afdeling 14
Sciara;4;17;23;Afdeling 14
Sciara;4;15;23;Afdeling 14
Sciara;4;16;23;Afdeling 14
Sciara;4;23;22;Afdeling 13
Sciara;4;31;22;Afdeling 13
Sciara;4;18;21;Afdeling 12
Sciara;4;31;21;Afdeling 12
Sciara;4;31;21;Afdeling 12
Sciara;4;7;21;Afdeling 12
Sciara;4;17;21;Afdeling 12
Sciara;4;9;21;Afdeling 12
Sciara;4;29;20;Afdeling 11
Sciara;4;23;20;Afdeling 11
Sciara;4;18;20;Afdeling 11
Sciara;4;17;20;Afdeling 11
Sciara;4;9;20;Afdeling 11
Sciara;4;25;20;Afdeling 11
Sciara;4;22;20;Afdeling 11
Sciara;4;14;20;Afdeling 11
Sciara;4;33;18;Afdeling 10
Sciara;4;43;18;Afdeling 10
Sciara;4;33;18;Afdeling 10
Sciara;4;16;18;Afdeling 10
Sciara;4;43;16;Afdeling 8
Sciara;4;43;16;Afdeling 8
Sciara;4;40;16;Afdeling 8
Sciara;4;18;16;Afdeling 8
Sciara;4;15;16;Afdeling 8
Sciara;4;17;16;Afdeling 8
Sciara;4;31;16;Afdeling 8
Sciara;4;26;16;Afdeling 8
Sciara;4;25;16;Afdeling 8
Sciara;4;25;16;Afdeling 8
